CUST_ID,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS
C14339,1757.91,1085.91,1009.683036,5,8,1800,2279.094703
C14340,68.02,68.02,0,0,6,4000,125.516216
C14341,0,0,2231.203315,9,0,6000,1265.31093
C14342,431.28,431.28,0,0,8,1000,342.768161
C14343,210.64,0,0,0,1,3500,295.155445
C14344,212,0,0,0,1,1200,596.834019
C14345,129,0,0,0,1,5500,284.596786
C14346,229.94,0,901.185629,10,4,1800,783.528158
C14347,2536.27,2165.77,0,0,17,6000,2298.104409
C14348,220.4,0,2274.848149,11,1,2500,468.683047
C14349,129.16,0,0,0,2,15000,375.36099
C14350,4837.88,1892.38,289.117803,1,36,15500,3695.744108
C14351,240,0,0,0,9,1200,366.532467
C14352,247.5,247.5,0,0,3,4000,283.50846
C14353,4626.36,1652.36,305.257038,2,67,3800,4549.881872
C14354,0,0,635.299075,11,0,1800,681.29005
C14355,0,0,135.256159,2,0,2500,275.676251
C14356,182.64,0,109.600359,1,4,1500,304.822958
C14357,121.93,43.12,3398.994695,21,9,4000,375.493789
C14358,2722.34,977.71,0,0,32,1200,2165.330989
C14359,0,0,3411.430841,16,0,6000,682.561453
C14360,27.89,0,47.998873,1,2,2000,440.707307
C14361,79.41,0,0,0,2,6500,868.377193
C14362,504,504,0,0,12,1000,759.461397
C14363,1311.8,235.64,0,0,30,2500,384.218293
C14364,608.8,0,0,0,6,6000,1531.142227
C14365,788.08,340.08,0,0,10,13000,689.403349
C14366,950.39,410.03,340.308868,2,16,4000,549.682725
C14367,0,0,3500.334072,21,0,12000,2709.478892
C14368,219.4,134.4,0,0,9,1200,591.736846
C14369,1310.31,0,1502.01432,5,1,3500,272.821647
C14370,0,0,3252.260115,6,0,14000,3031.587665
C14371,0,0,374.200459,1,0,1200,304.037261
C14372,240.25,0,0,0,8,2700,469.841016
C14373,69.5,0,0,0,1,400,98.275388
C14374,561.25,0,1991.754101,12,6,7700,597.664886
C14375,1839.69,925.5,0,0,35,5000,477.773934
C14376,504.08,366.18,0,0,11,4500,448.622511
C14377,1105,1105,0,0,14,2500,1224.344711
C14378,6398.73,0,271.370767,1,18,10500,7443.80581
C14379,178.15,178.15,0,0,3,5000,229.376368
C14380,424.5,424.5,0,0,3,4000,142.123847
C14381,0,0,8886.28396,10,0,6000,6285.292115
C14382,2830.48,1648.28,1703.103212,3,37,8500,7224.787261
C14383,147.96,147.96,0,0,8,1900,525.331558
C14384,3702.79,761.89,202.413978,2,35,5000,4168.726662
C14385,266.56,182.56,0,0,9,4500,395.242487
C14386,0,0,293.856915,1,0,7000,375.642608
C14387,1681.1,846.3,0,0,20,2400,758.24314
C14388,210.62,0,0,0,3,1500,703.616107
C14389,408.01,0,0,0,12,7500,1027.411988
C14390,1338.72,0,0,0,13,9500,1753.988494
C14391,1119.56,0,5582.881679,9,13,7000,6892.546158
C14392,0,0,1289.130072,13,0,1200,342.973205
C14393,0,0,991.835378,1,0,1200,2653.659381
C14394,4793.35,3661.93,0,0,68,2700,647.406275
C14395,171.6,171.6,0,0,12,4000,168.370514
C14396,0,0,998.99144,2,0,1800,159.573297
C14397,0,0,1729.084515,4,0,2000,2193.419369
C14398,906.5,906.5,0,0,12,6000,922.33766
C14399,37,0,0,0,1,3000,213.066673
C14400,20747.34,7740.27,0,0,95,10000,17005.40969
C14401,1823.56,1823.56,435.165222,2,20,1800,890.623152
C14402,1614.27,421.21,588.059618,1,56,7500,1276.0373
C14403,3196.22,1097.25,0,0,44,4000,3556.432004
C14404,0,0,1046.611295,3,0,3500,2937.01018
C14405,2647.9,152.9,0,0,17,9000,7657.885804
C14406,1123.59,762.59,0,0,41,5000,561.72022
C14407,1294.97,1294.97,307.201386,3,16,2500,1098.051237
C14408,951.05,166,0,0,8,2600,693.302893
C14409,3146.25,2697.15,0,0,93,4000,2602.065596
C14410,171.65,116.65,0,0,6,1200,256.698968
C14411,147.82,147.82,784.229265,1,3,1000,337.812755
C14412,192.92,53.22,0,0,2,5500,834.627595
C14413,0,0,1387.850238,4,0,6500,1018.476355
C14414,8218.32,0,0,0,17,12000,3318.260207
C14415,2391.44,1188.26,49.410478,1,32,5000,2536.830662
C14416,177.35,0,0,0,1,8000,1775.784106
C14417,8581.29,3940.45,225.473003,1,94,10500,1571.883
C14418,270,270,0,0,12,1200,308.698498
C14419,594.95,85,8287.780882,10,5,5000,9630.24637
C14421,0,0,652.119509,3,0,3700,250.72198
C14422,43,0,0,0,1,1500,298.266234
C14423,995.07,189,555.033556,4,11,1400,363.992366
C14424,0,0,1409.048702,4,0,1500,1417.666972
C14425,2190,0,0,0,1,2500,2.389583
C14426,393.87,393.87,0,0,8,6000,1536.774213
C14427,75,0,0,0,2,3400,289.742219
C14428,494.6,0,0,0,1,4000,456.293143
C14429,851.38,0,0,0,6,8500,964.675607
C14430,276,195,0,0,3,1200,1316.604491
C14431,0,0,1971.469655,7,0,8000,1897.854153
C14432,2257.28,1077.48,281.877943,2,19,8500,3612.992662
C14433,0,0,3163.898453,11,0,3500,338.654717
C14434,450,0,0,0,6,4000,395.680968
C14435,0,0,9670.775878,6,0,9500,2194.131117
C14436,1501.08,1501.08,4730.837305,6,5,8500,1647.245926
C14437,0,0,2617.930904,2,0,3000,602.563865
C14439,64.2,0,0,0,1,3000,647.437157
C14440,284.11,0,855.147084,2,2,1500,1765.584677
C14441,0,0,159.333467,1,0,1200,1368.734996
C14442,253,225,2622.759643,8,11,2900,445.652564
C14443,711.8,214,0,0,10,8500,2007.282363
C14444,1400,1400,0,0,10,7500,1307.099065
C14445,0,0,54.67143,1,0,1200,359.180202
C14447,6493.25,39,0,0,38,3200,5777.820302
C14448,311.55,0,0,0,5,1200,525.904979
C14449,372.36,372.36,1655.625508,3,5,4000,347.937039
C14450,524.7,374.38,1168.556598,1,15,1200,1772.643444
C14451,0,0,3254.66653,11,0,6000,4103.204766
C14452,175.4,175.4,1816.49181,2,5,1200,2524.423875
C14453,0,0,265.334594,1,0,1200,1233.178997
C14455,2276.41,488.64,628.841571,6,39,4500,3755.786767
C14456,616,616,0,0,8,1000,526.820014
C14457,299.84,0,0,0,6,3000,577.023407
C14458,445.18,0,0,0,11,1200,673.563611
C14459,0,0,576.920984,4,0,10000,654.1843
C14460,91.46,0,0,0,2,1500,77.334707
C14461,1454.16,410.91,0,0,44,3000,1828.965302
C14462,411.2,411.2,2943.158701,5,8,8000,1753.647095
C14463,241,241,0,0,11,1200,401.109047
C14464,970.57,0,0,0,7,7200,1113.617785
C14465,1700,800,0,0,10,8000,1271.291305
C14466,1034.4,785.4,0,0,11,1200,1905.378315
C14467,264.02,0,0,0,4,7000,274.692435
C14468,191.98,95.98,0,0,4,2000,978.453301
C14469,0,0,985.337823,1,0,3000,1120.65839
C14470,2659.35,1846.35,4851.392018,34,38,6000,2249.612405
C14471,1749.72,449.24,3738.635191,8,24,6000,6481.117394
C14472,1499.12,1380,2312.556328,4,10,4500,1844.394398
C14473,0,0,2599.489045,15,0,2500,2952.279108
C14474,289.9,289.9,0,0,4,9500,714.619326
C14475,1293.04,1225.18,0,0,20,7500,891.734089
C14476,367.44,367.44,0,0,13,5700,360.925707
C14477,332.74,332.74,0,0,10,2500,399.729843
C14478,1974.04,648.04,4310.515986,14,40,7000,1920.094402
C14479,0,0,1116.430456,6,0,5500,465.698012
C14480,232.2,232.2,0,0,12,1500,415.603589
C14481,0,0,1523.162883,8,0,1500,1696.073522
C14482,2216.6,2216.6,1353.5452,1,34,3500,2268.296871
C14483,0,0,1148.512914,4,0,2500,160.482027
C14484,0,0,108.260087,1,0,1200,317.447893
C14485,0,0,2238.32876,10,0,15500,899.712442
C14486,2956.2,1557.63,0,0,17,5500,2845.336693
C14487,20,20,0,0,4,7500,2069.263442
C14488,1216.58,654.68,0,0,12,4000,603.722261
C14489,473.64,473.64,956.509038,1,12,1200,501.511019
C14490,0,0,5672.920976,13,0,14500,13893.86739
C14492,1326.75,1326.75,0,0,30,1500,1132.512843
C14493,1073.5,971.65,328.279184,9,46,4000,1009.068974
C14494,3936.51,687.37,517.562968,2,57,10000,2183.769759
C14495,0,0,183.230915,3,0,1600,502.200633
C14496,341.48,341.48,0,0,15,4000,381.231169
C14497,2351.58,0,0,0,7,4500,3711.189548
C14498,1225,574,0,0,24,1900,1467.532097
C14499,7739.48,7739.48,0,0,44,8000,2688.447014
C14500,0,0,2132.985725,3,0,3000,540.703321
C14501,2476.9,152.52,0,0,39,7000,2190.775297
C14502,2199.65,1384.5,0,0,13,6000,2577.703016
C14503,0,0,6897.966615,2,0,8500,7313.426958
C14504,421.2,421.2,0,0,12,2000,410.786446
C14505,3848.92,601.66,8383.293085,27,70,12000,1450.987082
C14506,979.11,782.06,809.443906,2,31,2900,1097.760409
C14507,0,0,154.629617,1,0,3000,713.179379
C14508,31.23,31.23,1896.550326,2,3,2500,4045.49694
C14509,855.99,855.99,0,0,12,3000,816.582936
C14510,2564.08,1399.08,0,0,57,8500,1363.695769
C14511,451.9,116.9,0,0,6,2500,569.867313
C14512,4381.86,1556.3,951.294749,1,50,7000,2410.061408
C14513,79,0,0,0,1,1500,357.720268
C14514,305.79,0,0,0,1,3000,566.857973
C14515,1186.09,789.09,513.979897,8,30,500,1487.08197
C14516,1847.57,1005.98,0,0,35,3350,1652.359591
C14517,746.31,259.04,1535.853619,12,14,4200,3286.143282
C14518,530,530,0,0,12,1000,538.553454
C14519,1240.04,0,3681.231518,4,20,8000,2724.967965
C14520,1831.57,1133.63,1909.684135,1,61,8000,427.189102
C14521,49.89,0,59.673576,3,2,1500,348.530192
C14522,326.64,0,0,0,2,3000,3434.224242
C14523,0,0,233.246267,4,0,2000,422.017882
C14524,18.77,18.77,0,0,1,5000,0
C14525,0,0,275.762341,1,0,1500,266.59382
C14526,2219.53,786.67,0,0,43,5700,2073.117846
C14527,0,0,48.919105,1,0,1200,343.313124
C14528,99,0,0,0,1,1500,96.255421
C14529,1517.85,0,185.169509,2,6,6000,1157.021023
C14530,245.85,245.85,0,0,16,1500,209.736381
C14531,71.8,0,0,0,1,3500,304.742004
C14532,3669.72,0,0,0,26,13000,3512.263933
C14533,0,0,435.240217,3,0,3000,857.062706
C14534,324.3,0,3965.922581,16,2,7000,7975.31466
C14535,0,0,277.70324,1,0,1200,327.423796
C14536,0,0,3358.172644,8,0,10500,20740.15941
C14537,0,0,1369.366015,1,0,3000,10893.77844
C14538,847.66,81.86,1201.188255,1,20,7500,3273.326636
C14539,133.16,133.16,0,0,4,6500,210.448172
C14540,285.69,0,463.813261,4,3,3000,389.787483
C14541,94,0,234.639631,1,1,1400,539.459472
C14542,0,0,7107.137059,22,0,10500,2933.325551
C14543,330.25,0,0,0,5,2500,509.309215
C14544,356.62,48.36,0,0,6,1600,641.34086
C14545,1987.76,925.32,0,0,36,6000,753.735014
C14546,0,0,787.758817,3,0,4400,554.846112
C14547,657.05,657.05,0,0,17,2000,894.424776
C14548,83.45,83.45,1136.000468,2,3,7000,837.430224
C14549,0,0,10630.32102,27,0,10000,13001.03715
C14550,995.62,592.83,0,0,30,7500,767.241839
C14551,7244.98,4787.51,0,0,110,6200,6151.929937
C14553,0,0,204.182088,2,0,1500,315.553886
C14554,1200,1200,0,0,12,8000,1654.263363
C14555,0,0,950.084436,1,0,11500,974.764661
C14556,757.8,757.8,0,0,18,8000,345.385827
C14557,158.2,0,1402.159983,1,1,6500,6585.792428
C14558,736.24,256.24,0,0,20,7000,2267.012612
C14559,68,0,0,0,1,3000,3845.144477
C14560,1900.63,0,0,0,29,4000,674.748921
C14561,1257.77,717.12,8295.538786,21,25,15000,20873.22194
C14562,489.24,489.24,1010.553199,9,11,1000,1660.010795
C14563,0,0,1143.763365,2,0,6500,1023.016247
C14564,2834.03,861.81,0,0,54,6000,1333.71178
C14565,709.01,0,0,0,12,2000,716.721864
C14566,56,0,4086.268496,10,1,2500,375.558603
C14567,328.7,0,0,0,4,8000,4256.385553
C14568,736.26,310.64,3120.093926,6,11,6000,3636.148663
C14569,261.89,122.7,0,0,7,1700,309.348573
C14570,2115.76,1585.76,0,0,52,4000,1953.639143
C14571,71.38,71.38,0,0,5,3000,547.424357
C14572,374.4,374.4,0,0,12,1000,419.512265
C14573,0,0,370.248624,2,0,2500,624.147899
C14574,1170.48,0,920.050071,4,5,4500,1078.964657
C14575,861.9,711.9,0,0,7,6000,1426.507994
C14576,0,0,1087.144848,2,0,3000,382.425723
C14577,0,0,145.557904,3,0,500,172.645901
C14578,0.01,0,5942.11917,5,1,12000,1071.665067
C14579,0,0,2914.767437,2,0,3000,578.821763
C14580,4185.94,3287.8,0,0,90,6000,3836.06844
C14581,3682.11,1208.31,0,0,76,10000,3259.008834
C14582,2000,0,0,0,1,2000,448.300443
C14583,0,0,689.70174,7,0,1050,1601.295316
C14584,1045.84,0,0,0,7,1850,530.125935
C14585,0,0,3189.613873,11,0,10000,329.077571
C14586,900.87,900.87,0,0,162,5500,92.865469
C14587,1909.13,1879.13,0,0,12,2000,1831.935279
C14588,2214.64,964.34,0,0,34,9000,1428.539668
C14589,1832.92,0,0,0,14,6500,1425.425074
C14590,1799.03,0,0,0,14,10000,1770.472642
C14591,394.95,117,0,0,33,6000,339.702306
C14592,165.5,0,1157.345416,1,5,1200,375.839637
C14593,320.01,251.01,1056.477112,3,7,1200,195.595593
C14594,1121.86,952.66,1172.195497,5,11,3500,3312.219079
C14595,231.25,231.25,0,0,14,4000,209.115604
C14596,623.19,623.19,408.434019,1,26,2800,719.914581
C14597,532.93,532.93,0,0,23,3000,686.935875
C14598,188.6,0,1934.418697,4,1,9000,1421.954639
C14599,718.44,718.44,0,0,14,3000,885.366764
C14600,2018.13,472.9,0,0,26,7000,2575.541309
C14601,0,0,3179.132724,7,0,5000,865.821715
C14602,227.44,0,0,0,12,4500,316.388557
C14603,0,0,1352.783037,2,0,10000,1325.649779
C14604,1126.32,545.88,0,0,49,9000,1136.224986
C14606,740.75,740.75,2238.487012,2,13,14000,3281.898514
C14607,921.12,399.98,0,0,14,6200,1323.776141
C14608,239.71,239.71,0,0,5,700,358.108438
C14609,0,0,234.105509,3,0,1200,239.80734
C14610,0,0,1477.737906,16,0,8500,710.854365
C14611,518.31,405,472.118676,5,29,1200,1141.190295
C14612,433.31,233.31,766.872458,5,8,1000,363.064207
C14613,1307.18,544.68,0,0,20,9000,2167.293003
C14614,0,0,6605.075695,24,0,7500,4293.062891
C14615,898.43,419.43,2094.091371,6,22,4500,1067.435442
C14616,80.44,80.44,0,0,4,3000,137.217255
C14617,0,0,191.834575,1,0,7000,577.962789
C14618,159.96,159.96,601.616399,10,8,4000,356.317359
C14619,0,0,99.790116,2,0,3000,813.686705
C14620,493.32,343.39,0,0,14,5000,471.382074
C14621,0,0,906.645286,2,0,2500,428.488182
C14622,655.68,655.68,0,0,0,1000,718.537117
C14623,0,0,1366.204137,7,0,1400,205.709969
C14624,505.48,0,0,0,6,1950,188.304134
C14625,43.3,43.3,0,0,1,7000,526.604881
C14626,2955.91,2003.4,0,0,62,8000,2456.581737
C14627,153.95,0,0,0,5,6500,1908.258846
C14628,272.9,203,0,0,5,6000,313.913093
C14629,831.89,0,495.002834,2,7,1200,381.967601
C14630,7465.91,1390.29,0,0,57,18500,2403.16006
C14631,0,0,3580.392989,9,0,7500,1756.557983
C14632,2372.98,0,1465.082446,1,5,4500,659.726225
C14633,6200.71,458.1,283.476295,1,49,7000,7932.430735
C14634,0,0,10187.5226,11,0,10000,2021.908233
C14635,1545.03,1420.31,289.630816,5,41,6500,1182.107223
C14636,350,0,0,0,1,3000,828.8943
C14637,709.98,709.98,0,0,12,1000,727.104508
C14638,0,0,118.974129,5,0,1600,353.686721
C14639,365.26,176.7,4738.30754,25,9,8000,3311.192387
C14640,11500.94,8409.93,15133.53213,48,308,14000,20122.00545
C14641,1554.39,380,0,0,9,6000,1006.702329
C14642,2724.76,2152,0,0,70,8500,2600.70524
C14643,2590.27,487.81,0,0,49,2500,1825.405687
C14644,2092,850,0,0,15,5181.818182,3476.019003
C14645,208.41,0,1633.935089,6,1,3000,708.100631
C14646,27.99,0,0,0,1,6500,187.172733
C14647,178.4,178.4,0,0,12,2500,130.650758
C14648,132,132,0,0,4,19500,3610.565153
C14649,0,0,2318.967259,1,0,5000,1428.511775
C14650,145.85,145.85,0,0,7,1000,263.681773
C14651,0,0,275.602351,5,0,1200,797.029627
C14652,56.38,56.38,0,0,5,1600,398.98255
C14653,0,0,254.910338,1,0,300,347.227774
C14654,354,0,0,0,1,1200,1697.98971
C14655,1497.2,195.94,0,0,5,7000,1453.119488
C14656,1689.09,1689.09,1088.523871,3,82,6000,2046.509543
C14657,3644.35,33.75,0,0,23,3500,3879.940821
C14658,0,0,155.414239,4,0,7000,4021.956752
C14659,800.55,214,0,0,13,7000,1584.89763
C14660,1580.34,216,0,0,26,5500,1712.233039
C14661,443.71,443.71,0,0,11,1000,372.548129
C14662,312.15,312.15,0,0,19,1500,671.70656
C14663,320,320,0,0,6,2500,559.713369
C14664,157.4,0,0,0,6,1200,1494.480376
C14665,8391.55,8391.55,0,0,199,8500,6322.388249
C14666,462.75,0,0,0,12,5500,185.002877
C14667,11522.9,376.62,0,0,68,4500,11082.51429
C14668,909,0,0,0,1,3000,340.201751
C14669,872.7,0,0,0,11,2500,2411.060444
C14670,27.98,0,0,0,1,2500,57.785065
C14672,993.96,748.37,0,0,22,6000,2752.623744
C14673,499.59,499.59,0,0,11,2700,555.286351
C14674,88.08,88.08,154.311694,2,6,1500,453.199092
C14675,0,0,49.602856,1,0,1500,274.985583
C14676,1641.48,264.42,1105.875503,9,26,7000,3423.435143
C14677,144,144,0,0,6,1500,173.881319
C14678,4126.75,0,0,0,31,10500,6061.100911
C14679,3809.71,0,0,0,16,16500,2837.599645
C14680,2953.03,0,0,0,3,5000,3123.296573
C14681,967.61,570,581.6512,3,12,5000,1778.725826
C14682,49.09,0,1306.110387,13,2,6500,1405.747523
C14683,1498.28,831.28,0,0,24,12000,1343.450205
C14684,1792.15,0,4169.060991,6,16,11500,2373.896899
C14685,511.12,232.52,1209.426365,14,24,4500,1378.838332
C14686,0,0,433.71918,1,0,4500,1216.465192
C14687,386,386,0,0,4,1000,425.996964
C14688,1076.01,0,3134.26615,29,7,9500,1828.936956
C14689,160,0,0,0,1,500,197.019336
C14690,0,0,1125.542162,6,0,1200,171.743821
C14691,507,0,8980.648498,43,4,8500,6802.892319
C14692,0,0,2828.975383,8,0,1500,3208.182454
C14693,592.88,141.7,0,0,9,12000,1111.148943
C14694,212.64,0,272.115509,6,1,2000,1121.381513
C14695,453.12,0,2115.036647,12,7,5000,1160.859524
C14696,0,0,1818.306309,5,0,3000,668.918811
C14697,0,0,230.543537,7,0,3000,810.389383
C14698,1381.14,354,0,0,11,2500,1457.406626
C14699,1248.09,418.64,0,0,21,5000,1316.455236
C14700,348,0,1940.357907,1,1,9000,2893.195013
C14701,2617.61,1274.92,0,0,52,2500,2948.963493
C14702,1500,0,0,0,15,2200,2200.280484
C14703,1423.71,0,0,0,17,5000,1410.310559
C14704,201,96.5,0,0,4,2500,479.948299
C14705,423.38,200,6739.693779,18,9,8000,813.94163
C14706,0,0,154.67204,1,0,6500,800.677168
C14707,923.99,923.99,3932.272703,7,30,8500,8805.280436
C14708,159,0,3983.763805,24,1,9000,1620.868564
C14709,0,0,482.992567,1,0,3000,727.929858
C14710,1307.39,1222.94,1836.893684,3,66,8500,2072.817061
C14711,1345.81,1119.81,3429.450339,25,33,9500,2069.156797
C14712,2634.7,223.17,0,0,42,7500,2295.964836
C14713,0,0,185.532602,2,0,3500,766.728773
C14714,2009.64,1803.64,0,0,23,16500,1886.871621
C14715,525.17,0,0,0,4,8500,515.996856
C14716,955.87,0,0,0,9,13500,1201.853087
C14717,0,0,73.157833,1,0,2000,412.848153
C14718,169.24,0,0,0,1,1200,166.658504
C14719,1139.2,1139.2,0,0,15,3000,957.152839
C14720,110.8,0,0,0,2,3000,551.431723
C14721,0,0,1561.104542,9,0,1200,1535.018327
C14722,283.15,283.15,0,0,7,5000,206.688202
C14723,390,0,5876.866242,9,1,3200,6537.913767
C14724,2153.11,827.11,3037.443167,28,48,9500,3032.171255
C14725,288.47,288.47,37.454878,2,5,1700,673.92358
C14726,345.29,0,887.279827,10,2,1200,0
C14727,797.27,314.96,180.115216,1,12,6000,1177.010626
C14728,0,0,2293.529361,8,0,5500,3202.100651
C14729,162.28,162.28,0,0,6,1000,333.663574
C14730,75.87,0,1482.699821,10,1,1500,328.843583
C14731,0,0,1275.337159,3,0,3000,7094.254317
C14732,366.6,366.6,0,0,12,2000,335.625679
C14733,0,0,457.757366,1,0,1200,462.290269
C14734,750.19,0,0,0,7,2500,498.643829
C14735,0,0,3043.478003,11,0,6000,702.156272
C14736,2732.66,184.19,0,0,30,16500,2548.494077
C14737,200,0,0,0,1,1200,550.95426
C14738,0,0,159.189426,1,0,2400,495.667079
C14739,431.52,0,0,0,12,7000,417.892105
C14740,2421.85,1953.2,0,0,69,9000,1421.087219
C14741,387.66,0,0,0,24,1200,211.00385
C14742,338.4,338.4,0,0,12,1000,384.287358
C14743,0,0,3546.56566,11,0,7000,1914.79158
C14744,2235.12,1132.72,0,0,103,10500,1489.016246
C14745,0,0,4273.427073,11,0,10500,1623.620841
C14746,51.16,51.16,0,0,2,3000,160.554337
C14747,203.08,203.08,956.776745,2,8,2000,1309.186831
C14748,747.62,0,1411.613588,6,2,2500,306.649908
C14749,0,0,147.48527,1,0,3000,182.533898
C14750,62.46,62.46,1361.312559,4,6,4000,1080.520104
C14751,1019,900,0,0,10,4500,1274.379409
C14752,0,0,7625.978921,16,0,8000,3810.594316
C14753,3649.83,0,0,0,10,7500,209.217046
C14754,297.4,0,0,0,5,6000,595.460601
C14755,19.25,19.25,0,0,1,4000,0
C14756,1461.15,427.12,0,0,33,7500,1334.893122
C14757,80.44,80.44,0,0,5,2500,104.97817
C14758,374.81,41.61,9917.639168,18,4,7000,5283.297064
C14759,1181.03,573.63,0,0,15,4500,1047.448996
C14760,784,125,0,0,12,10500,514.650308
C14761,0,0,127.321884,2,0,1500,259.780798
C14762,1402.4,261.9,0,0,19,7200,1262.938606
C14763,0,0,1161.514855,3,0,1200,3338.597271
C14764,3398.12,3302.28,5608.804955,4,24,3000,9000.706634
C14765,3916.8,1746.43,107.838419,1,60,3000,3291.567762
C14766,0,0,9687.179224,11,0,10000,6291.189848
C14767,33.4,33.4,0,0,12,3700,2508.700414
C14768,0,0,1182.596884,13,0,4000,769.962086
C14769,1293.7,568.1,0,0,40,1200,894.932094
C14770,626.69,0,0,0,2,2500,786.571498
C14771,2607.88,1464.92,73.579253,1,43,4000,1954.784637
C14772,0,0,4745.047686,6,0,8000,1383.938805
C14773,0,0,611.76416,2,0,1200,883.943797
C14774,1266.03,1096.03,0,0,46,1800,729.118157
C14775,0,0,326.731167,5,0,2500,0
C14776,393.49,0,787.215403,8,12,600,795.860389
C14777,1384.92,1384.92,18.807602,1,9,13000,2814.59508
C14778,1115.92,1115.92,54.562891,2,79,3500,1506.34522
C14779,0,0,1864.566564,5,0,2500,9724.871142
C14780,0,0,1192.786167,4,0,2400,445.866028
C14781,738.65,738.65,109.368455,1,16,7500,899.2372
C14783,0,0,2773.394382,8,0,1500,1751.449835
C14784,2161.22,0,0,0,24,5000,1663.048553
C14785,0,0,3354.686368,11,0,7700,1116.896212
C14786,551.93,551.93,0,0,27,2500,437.19547
C14787,0,0,4021.457424,8,0,5000,809.451322
C14788,3380.44,1930.52,0,0,27,3500,5451.794841
C14789,1146.74,350,0,0,8,1000,1273.063087
C14790,248.74,248.74,1814.147021,3,4,2500,1082.286757
C14791,0,0,925.72976,1,0,6500,877.767833
C14792,715.81,0,0,0,7,10000,694.102974
C14793,1535.49,331.8,0,0,24,1000,778.913464
C14794,114,114,0,0,6,2700,123.400772
C14795,1788.84,1788.84,90.031207,1,12,18000,40627.59524
C14796,461.68,260.68,0,0,7,4500,282.328051
C14797,358.49,358.49,188.234434,1,11,2500,479.607061
C14798,86.9,0,0,0,1,7500,253.775702
C14799,1867.9,443.03,128.429272,3,24,6500,2080.403638
C14800,553.36,413.36,1719.767683,2,9,3000,2515.38256
C14802,1282.2,1282.2,0,0,12,1200,1407.623536
C14803,0,0,272.782072,7,0,1500,619.975821
C14804,498.96,498.96,2364.540395,5,9,2500,414.718951
C14805,1858.33,478.33,0,0,14,4500,1934.821016
C14806,354,0,0,0,2,16500,4555.965464
C14807,1296.2,550.38,0,0,14,1800,18.125527
C14808,1456,1095,0,0,17,2500,1416.600792
C14809,175,0,0,0,2,1200,212.558928
C14810,0,20,38.249993,1,1,1200,284.731156
C14811,450,450,0,0,10,1000,386.571651
C14812,0,0,3393.427055,11,0,1200,3566.140224
C14813,0,0,838.008227,2,0,2500,433.218956
C14814,0,0,759.456509,9,0,3500,817.050377
C14815,1582.84,27.95,0,0,8,2500,565.380786
C14816,0,0,1048.972729,9,0,3000,548.182704
C14817,27.42,27.42,0,0,1,1800,228.417814
C14818,0,0,105.877591,1,0,1200,426.206835
C14819,0,0,1251.696029,1,0,2000,2678.249487
C14820,607,0,0,0,13,1200,466.149713
C14821,1027.64,0,0,0,15,6000,1007.971531
C14822,0,0,180.783929,1,0,1800,842.814061
C14823,70,70,0,0,6,1000,105.954038
C14824,2196,41.66,0,0,14,1800,2142.056177
C14825,91.26,91.26,0,0,2,3500,0
C14826,480,0,0,0,8,1500,38.770699
C14827,282.39,282.39,0,0,7,1000,722.645708
C14828,710.8,570.8,4620.069456,11,16,4900,364.205524
C14829,0,0,115.766104,4,0,1100,218.648513
C14830,0,0,1391.140391,2,0,1500,2104.053736
C14831,1765.38,1680.58,0,0,24,9500,1661.464986
C14832,0,0,1622.255801,4,0,1600,3056.718074
C14833,57,57,0,0,3,5000,164.041195
C14834,1123.42,257.64,1992.271699,2,30,4500,4772.462052
C14835,5055.77,2123.86,0,0,69,1900,4826.844372
C14836,717.24,0,4718.274895,7,24,18000,4002.194556
C14837,8168.9,5167.93,0,0,59,16500,7455.296139
C14838,548.79,0,3075.115015,5,48,3500,3817.151157
C14839,853,853,999.04114,3,6,4000,784.917897
C14841,4044.14,1082.34,0,0,66,6700,6312.820074
C14842,115.5,0,0,0,3,1200,446.088328
C14843,0,0,1256.712548,11,0,9500,1419.130675
C14844,345.3,0,3599.222154,18,2,6500,2010.926039
C14845,956.05,137.32,0,0,16,2500,915.734963
C14846,0,0,4561.826799,10,0,11500,4930.710131
C14847,82.85,82.85,0,0,13,3500,100.08381
C14848,248.75,0,1016.518185,1,2,6000,568.025868
C14849,0,0,12405.2945,13,0,11500,13956.71873
C14850,400.98,400.98,259.046858,1,6,12500,2008.360568
C14851,1194.52,1194.52,790.205561,6,15,6000,2722.095294
C14852,0,0,133.049604,2,0,1200,48.739156
C14853,0,0,3802.386718,17,0,7500,2640.103648
C14854,908.15,908.15,1008.639756,9,23,3000,4361.679346
C14855,1237.37,789.77,0,0,13,4500,833.893431
C14856,151.92,151.92,0,0,8,1000,111.631804
C14857,64,64,0,0,6,2550,179.083715
C14858,1002.93,177.04,0,0,23,4000,328.446221
C14859,0,0,2496.721337,3,0,5000,9933.62261
C14860,248.44,235.44,0,0,6,1200,219.96077
C14861,1277.5,1277.5,0,0,7,2500,1315.820451
C14862,290.6,0,0,0,12,2000,315.279531
C14863,519.79,0,0,0,8,1200,642.723631
C14864,70,0,365.228157,6,1,2500,464.687342
C14865,1282.38,1282.38,0,0,11,11500,930.179257
C14866,0,0,702.912179,7,0,11000,1029.476417
C14867,0,0,1398.39554,1,0,8000,2369.167737
C14868,0,0,2399.437045,3,0,7000,1474.388466
